ID,serie,temporada,episodio,numero,estreno,,puntuacion,votos,imagen,fecha,hora
798,The Good Wife,1,Pilot,1,7 Jan. 2010,,8,801,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:32.082528
799,The Good Wife,1,Stripped,2,14 Jan. 2010,,7.8,591,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:32.082528
800,The Good Wife,1,Home,3,21 Jan. 2010,,7.7,541,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:32.082528
801,The Good Wife,1,Fixed,4,28 Jan. 2010,,7.8,508,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:32.082528
802,The Good Wife,1,Crash,5,4 Feb. 2010,,7.7,482,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:32.082528
803,The Good Wife,1,Conjugal,6,11 Feb. 2010,,8.1,489,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:32.082528
804,The Good Wife,1,Unorthodox,7,18 Feb. 2010,,7.9,477,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:32.082528
805,The Good Wife,1,Unprepared,8,25 Feb. 2010,,7.9,439,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:32.082528
806,The Good Wife,1,Threesome,9,4 Mar. 2010,,8,463,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:32.082528
807,The Good Wife,1,Lifeguard,10,11 Mar. 2010,,8,442,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:32.082528
808,The Good Wife,1,Infamy,11,18 Mar. 2010,,8.1,472,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:32.082528
809,The Good Wife,1,Painkiller,12,25 Mar. 2010,,7.6,431,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:32.082528
810,The Good Wife,1,Bad,13,15 Apr. 2010,,7.8,428,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:32.082528
811,The Good Wife,1,Hi,14,9 Feb. 2010,,8.2,444,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:32.082528
812,The Good Wife,1,Bang,15,2 Mar. 2010,,7.9,434,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:32.082528
813,The Good Wife,1,Fleas,16,6-May-10,,8.1,433,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:32.082528
814,The Good Wife,1,Heart,17,13-May-10,,8,460,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:32.082528
815,The Good Wife,1,Doubt,18,10 Jun. 2010,,8.5,519,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:32.082528
816,The Good Wife,1,Boom,19,17 Jun. 2010,,7.8,394,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:32.082528
817,The Good Wife,1,Mock,20,24 Jun. 2010,,7.8,398,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:32.082528
818,The Good Wife,1,Unplugged,21,1 Jul. 2010,,8,406,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:32.082528
819,The Good Wife,1,Hybristophilia,22,8 Jul. 2010,,8.1,401,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:32.082528
820,The Good Wife,1,Running,23,15 Jul. 2010,,8.2,431,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:32.082528
821,The Good Wife,2,Taking Control,1,18 Dec. 2010,,8,429,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:40.271976
822,The Good Wife,2,Double Jeopardy,2,20 Jan. 2011,,8.1,422,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:40.271976
823,The Good Wife,2,Breaking Fast,3,27 Jan. 2011,,7.8,400,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:40.271976
824,The Good Wife,2,Cleaning House,4,3 Feb. 2011,,8.1,408,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:40.271976
825,The Good Wife,2,VIP Treatment,5,26 Oct. 2010,,8.3,457,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:40.271976
826,The Good Wife,2,Poisoned Pill,6,17 Feb. 2011,,8.1,420,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:40.271976
827,The Good Wife,2,Bad Girls,7,24 Feb. 2011,,7.7,404,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:40.271976
828,The Good Wife,2,On Tap,8,3 Mar. 2011,,7.9,393,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:40.271976
829,The Good Wife,2,Nine Hours,9,10 Mar. 2011,,8.8,490,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:40.271976
830,The Good Wife,2,Breaking Up,10,17 Mar. 2011,,8,397,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:40.271976
831,The Good Wife,2,Two Courts,11,24 Mar. 2011,,7.9,373,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:40.271976
832,The Good Wife,2,Silly Season,12,31 Mar. 2011,,7.6,362,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:40.271976
833,The Good Wife,2,Real Deal,13,7 Apr. 2011,,8.3,404,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:40.271976
834,The Good Wife,2,Net Worth,14,14 Apr. 2011,,7.8,401,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:40.271976
835,The Good Wife,2,Silver Bullet,15,28 Apr. 2011,,8,378,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:40.271976
836,The Good Wife,2,Great Firewall,16,5-May-11,,8.5,409,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:40.271976
837,The Good Wife,2,Ham Sandwich,17,12-May-11,,8.1,368,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:40.271976
838,The Good Wife,2,Killer Song,18,19-May-11,,7.9,370,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:40.271976
839,The Good Wife,2,Wrongful Termination,19,26-May-11,,8,358,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:40.271976
840,The Good Wife,2,Foreign Affairs,20,2 Jun. 2011,,8.3,415,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:40.271976
841,The Good Wife,2,In Sickness,21,16 Jun. 2011,,8.5,415,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:40.271976
842,The Good Wife,2,Getting Off,22,23 Jun. 2011,,8.1,385,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:40.271976
843,The Good Wife,2,Closing Arguments,23,30 Jun. 2011,,8.6,481,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:40.271976
844,The Good Wife,3,A New Day,1,15 Apr. 2012,,8,427,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:46.960269
845,The Good Wife,3,The Death Zone,2,15 Apr. 2012,,7.9,382,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:46.960269
846,The Good Wife,3,Get a Room,3,22 Apr. 2012,,7.6,371,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:46.960269
847,The Good Wife,3,Feeding the Rat,4,22 Apr. 2012,,7.9,364,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:46.960269
848,The Good Wife,3,Marthas and Caitlins,5,29 Apr. 2012,,8.1,363,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:46.960269
849,The Good Wife,3,Affairs of State,6,29 Apr. 2012,,7.7,363,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:46.960269
850,The Good Wife,3,Executive Order 13224,7,6-May-12,,8.3,391,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:46.960269
851,The Good Wife,3,Death Row Tip,8,6-May-12,,7.8,353,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:46.960269
852,The Good Wife,3,Whiskey Tango Foxtrot,9,13-May-12,,8.1,353,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:46.960269
853,The Good Wife,3,Parenting Made Easy,10,13-May-12,,8.4,408,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:46.960269
854,The Good Wife,3,What Went Wrong,11,20-May-12,,8.3,347,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:46.960269
855,The Good Wife,3,Alienation of Affection,12,20-May-12,,8.5,403,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:46.960269
856,The Good Wife,3,Bitcoin for Dummies,13,27-May-12,,7.9,363,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:46.960269
857,The Good Wife,3,Another Ham Sandwich,14,27-May-12,,9,510,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:46.960269
858,The Good Wife,3,Live from Damascus,15,3-May-12,,8.2,353,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:46.960269
859,The Good Wife,3,After the Fall,16,10 Jun. 2012,,8.1,355,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:46.960269
860,The Good Wife,3,Long Way Home,17,17 Jun. 2012,,8.1,350,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:46.960269
861,The Good Wife,3,Gloves Come Off,18,24 Jun. 2012,,8.1,349,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:46.960269
862,The Good Wife,3,Blue Ribbon Panel,19,1 Jul. 2012,,8.3,376,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:46.960269
863,The Good Wife,3,Pants on Fire,20,8 Jul. 2012,,8.2,357,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:46.960269
864,The Good Wife,3,The Penalty Box,21,15 Jul. 2012,,8.2,347,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:46.960269
865,The Good Wife,3,The Dream Team,22,22 Jul. 2012,,8.7,407,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:46.960269
866,The Good Wife,4,I Fought the Law,1,10 Sep. 2013,,8.4,438,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:52.760644
867,The Good Wife,4,And the Law Won,2,7 Oct. 2012,,7.8,363,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:52.760644
868,The Good Wife,4,"Two Girls, One Code",3,17 Sep. 2013,,7.9,360,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:52.760644
869,The Good Wife,4,"Don't Haze Me, Bro",4,17 Sep. 2013,,7.7,336,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:52.760644
870,The Good Wife,4,Waiting for the Knock,5,24 Sep. 2013,,7.9,354,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:52.760644
871,The Good Wife,4,The Art of War,6,24 Sep. 2013,,8.3,367,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:52.760644
872,The Good Wife,4,Anatomy of a Joke,7,1 Oct. 2013,,7.6,362,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:52.760644
873,The Good Wife,4,Here Comes the Judge,8,1 Oct. 2013,,7.7,340,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:52.760644
874,The Good Wife,4,A Defense of Marriage,9,8 Oct. 2013,,7.8,366,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:52.760644
875,The Good Wife,4,Battle of the Proxies,10,8 Oct. 2013,,7.7,336,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:52.760644
876,The Good Wife,4,Boom De Yah Da,11,15 Oct. 2013,,8.1,360,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:52.760644
877,The Good Wife,4,Je Ne Sais What?,12,15 Oct. 2013,,8.5,435,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:52.760644
878,The Good Wife,4,The Seven Day Rule,13,22 Oct. 2013,,8.2,366,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:52.760644
879,The Good Wife,4,"Red Team, Blue Team",14,29 Oct. 2013,,8.8,462,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:52.760644
880,The Good Wife,4,Going for the Gold,15,3 Mar. 2013,,8.1,353,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:52.760644
881,The Good Wife,4,Runnin' with the Devil,16,12 Nov. 2013,,7.9,347,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:52.760644
882,The Good Wife,4,Invitation to an Inquest,17,19 Nov. 2013,,7.5,342,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:52.760644
883,The Good Wife,4,Death of a Client,18,26 Nov. 2013,,8.7,463,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:52.760644
884,The Good Wife,4,The Wheels of Justice,19,3 Dec. 2013,,8.1,345,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:52.760644
885,The Good Wife,4,Rape: A Modern Perspective,20,10 Dec. 2013,,8,348,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:52.760644
886,The Good Wife,4,A More Perfect Union,21,17 Dec. 2013,,7.7,324,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:52.760644
887,The Good Wife,4,What's in the Box?,22,17 Dec. 2013,,8.6,445,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:52.760644
888,The Good Wife,5,Everything Is Ending,1,7 Oct. 2014,,8.6,511,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:57.796238
889,The Good Wife,5,The Bit Bucket,2,7 Oct. 2014,,8,383,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:57.796238
890,The Good Wife,5,A Precious Commodity,3,14 Oct. 2014,,8.2,387,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:57.796238
891,The Good Wife,5,Outside the Bubble,4,14 Oct. 2014,,8.7,457,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:57.796238
892,The Good Wife,5,Hitting the Fan,5,21 Oct. 2014,,9.6,1319,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:57.796238
893,The Good Wife,5,The Next Day,6,21 Oct. 2014,,8.7,424,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:57.796238
894,The Good Wife,5,The Next Week,7,28 Oct. 2014,,8.3,388,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:57.796238
895,The Good Wife,5,The Next Month,8,28 Oct. 2014,,8.1,372,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:57.796238
896,The Good Wife,5,Whack-a-Mole,9,4 Nov. 2014,,7.9,380,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:57.796238
897,The Good Wife,5,The Decision Tree,10,4 Nov. 2014,,9.1,609,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:57.796238
898,The Good Wife,5,Goliath and David,11,11 Nov. 2014,,8.2,415,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:57.796238
899,The Good Wife,5,"We, the Juries",12,11 Nov. 2014,,7.9,372,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:57.796238
900,The Good Wife,5,"Parallel Construction, Bitches",13,18 Nov. 2014,,8.5,388,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:57.796238
901,The Good Wife,5,A Few Words,14,18 Nov. 2014,,8.3,430,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:57.796238
902,The Good Wife,5,"Dramatics, Your Honor",15,25 Nov. 2014,,9.4,1045,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:57.796238
903,The Good Wife,5,The Last Call,16,25 Nov. 2014,,9.2,697,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:57.796238
904,The Good Wife,5,A Material World,17,2 Dec. 2014,,8.4,390,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:57.796238
905,The Good Wife,5,All Tapped Out,18,2 Dec. 2014,,8.7,409,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:57.796238
906,The Good Wife,5,Tying the Knot,19,9 Dec. 2014,,8.1,372,https://ia.media-imdb.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_.jpg,4/25/2018,11:38:57.796238
